Date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN
2000-02-22,29.236195,9.591033,,,1.018717,,24.396477,20.90625,,37.113247,4.4021620000000015,24.300838,13.414954000000002,58.07001500000001,16.915483,242.125,6.467573000000002,5.86679,15.430439000000002,18.78125
2000-02-23,30.139776,9.23182,,,0.994916,,24.730057,20.53125,,36.357479,4.514319,24.259375,13.189872,62.829861,16.535357,252.0625,6.39391,5.797771,15.495275,19.0
2000-02-24,29.71126,9.124052,,,0.999676,,26.405617,21.28125,,36.654388,4.549367,25.793724,12.829739,67.748352,16.041195000000002,274.8125,6.423374,5.659728,15.300772,19.8125
2000-02-25,27.997141,9.21386,,,0.971114,,24.450796,20.25,,36.492443,4.612457,25.710789,12.627165,68.620987,15.889153,267.0625,6.276051,5.636721,15.235936,20.21875
2000-02-28,28.221603,9.519192,,,0.956833,,24.280136,18.875,,37.059265,4.430201,25.420504,13.302419,64.099129,15.889153,256.75,6.379178,5.636721,15.430439000000002,20.65625
2000-02-29,28.792969,9.483271,,,0.966353,,25.319603,19.75,,36.19553,4.612457,26.084009,13.167357999999998,65.92375200000001,15.661079,261.25,6.246585,5.544693,15.851859,21.3125
2000-03-01,28.119574,9.716758,,,1.1044040000000002,,24.916225,20.25,,35.38579199999999,5.9443199999999985,26.706043,13.302419,69.255638,15.775114000000002,278.625,6.290783,5.360636,15.884275,28.875
2000-03-02,28.099171,9.626955,,,1.1044040000000002,,20.013659,19.625,,37.626083,6.259763,26.747513,13.054818,66.826103,15.509023,268.0,6.15819,5.498679,15.560111,24.1875
2000-03-03,29.221508,9.321622,,,1.128206,,22.495975,20.75,,37.545101,5.99339,28.033052,13.189872,68.541679,16.003185000000002,268.375,6.408642,5.521685,15.657360999999998,24.90625
2000-03-06,28.486889,8.980367999999997,,,1.094883,,21.301357,23.75,,35.142872,5.776084,27.369547,13.03231,100.908562,15.394988,254.0,6.143458,5.728749,15.592529,25.09375
2000-03-07,27.017653000000006,8.513387,,,1.04728,,20.153288,27.5,,34.387108000000005,5.741036,26.871922,12.537127,90.119591,14.710767,262.4375,6.010864,5.521685,15.365611,25.503901000000006
2000-03-08,26.956438,8.908525,,,1.004436,,19.625793,26.75,,33.793293,6.0704970000000005,26.498699,12.559638,96.466026,15.090889,265.0,6.305515,5.797771,15.592529,25.09375
2000-03-09,26.425879,8.980367999999997,,,1.099643,,19.393076,29.0625,,32.632656,6.392951,26.208416,12.694694,97.100693,15.090889,286.0,6.128725,5.682737,15.754609,24.1875
2000-03-10,26.609535,8.890561,,,1.090123,,20.665266,26.0,,31.526020000000006,6.280792,26.00107,12.649668,90.119591,15.166917000000002,296.0,6.334980000000002,5.889798000000001,15.624938,23.25
2000-03-13,25.793289,8.782801,,,1.032999,,20.386005,25.75,,31.526020000000006,5.691967,25.752256,12.379571,83.297173,15.014865,284.75,6.379178,5.8147400000000005,15.657360999999998,22.5
2000-03-14,25.834093,8.944449,,,1.0568,,20.215349,24.0,,31.040171,5.741036,25.876665,12.897261,77.030029,15.128906,269.75,6.113992,5.861071,15.884275,19.25
2000-03-15,26.936028000000004,9.339583,,,0.990155,,20.742836,24.625,,32.119827,5.720006,25.62785,14.799198,72.50819399999997,16.649401,240.25,7.0863380000000005,6.393898,15.949110999999998,18.25
2000-03-16,28.752171,9.914327,,,0.990155,,23.44235,24.59375,,34.603043,6.014418,27.411016,15.845862,74.927773,18.055851,229.125,7.660906,6.8803899999999985,16.01395,19.28125
2000-03-17,28.037954,9.626955,,,0.997292,,21.76679,25.0,,33.631348,6.056479,28.572149,15.058059,76.871391,16.763432,218.9375,7.233663000000001,7.019386999999999,15.949110999999998,21.625
2000-03-20,28.40526,9.734718,,,1.028238,,21.704733,26.875,,33.199482,5.965349,29.111246,14.877998000000002,72.190865,17.029528,213.25,7.071607000000001,7.274214,15.981533,19.28125
2000-03-21,29.527597,9.680839,,,1.023478,,22.75972,27.40625,,32.227798,5.825152,29.650343,15.620767,72.984161,17.333617999999998,197.5,7.454650999999999,7.3205490000000015,16.01395,17.5
2000-03-22,28.07876,9.860446,,,1.018717,,25.319603,28.75,,31.175133,6.014418,31.516449,15.890868,75.8004,16.459339,208.5,6.821153,6.973053,16.143618,19.921875
2000-03-23,28.40526,9.716758,,,0.980634,,26.458645,27.6875,,31.876896,6.175642,33.175209,16.183485,75.959068,17.219585000000002,201.875,7.1600009999999985,6.9267210000000015,16.370531,20.3125
2000-03-24,29.670441,9.662878,,,1.037759,,26.86212,27.0,,32.713642,6.392951,32.553173,16.543606,76.157387,17.599701,211.0,6.850617999999999,6.996222,16.40295,19.796875
2000-03-27,28.935827000000003,9.555113,,,0.999676,,28.21221,27.09375,,32.092831,6.238733,30.811478,15.800838,72.50819399999997,16.991507000000002,208.6875,6.821153,6.996222,16.532616,21.125
2000-03-28,29.017445,9.734718,,,1.004436,,27.591473,27.5625,,31.445042,6.252753,30.562664,15.73331,75.602074,17.067532999999994,199.875,7.012676,6.7877220000000005,16.208448,21.234375
2000-03-29,28.609316,10.02209,,,0.999676,,27.653551,27.375,,32.551682,6.000399,31.226168,16.115945999999994,71.08023100000003,17.295609,170.0,6.894815,6.648727,16.046364,17.46875
2000-03-30,29.058239,10.201697,,,0.980634,,26.613827,30.0,,34.387108000000005,5.9443199999999985,30.645599,16.025921,66.637741,17.597046,160.0625,6.791687,7.088883999999998,15.949110999999998,12.015625
2000-03-31,28.915421,10.111896,,,0.91875,,27.638033,29.5,,34.009224,6.224714,31.516449,16.40856,66.00309,17.405781,160.8125,7.0863380000000005,7.691209,15.780784,17.4375
2000-04-03,29.996941,10.632756,,,0.8473440000000001,,26.210352,30.4375,,33.631348,6.37893,29.857689,16.926251999999998,62.19519,18.438648,119.0,6.835886,7.413212,15.912289,15.6875
2000-04-04,30.343843,11.333225,,,0.809261,,25.263739,30.5625,,32.092831,6.34388,27.411016,16.768692,59.33930600000001,18.209122,115.468697,6.835886,7.505878,16.10955,14.25
2000-04-05,29.752062,10.668678,,,0.814022,,26.613827,34.1875,,32.632656,6.38594,26.498699,16.543606,61.520897,18.170864,110.0,7.307325,7.25105,15.945167,15.71875
2000-04-06,30.486687,10.866245,,,0.842584,,28.460499,35.5,,32.659649,6.364909,25.461973,16.656157999999998,66.637741,18.094357,135.125,7.277861,7.36688,16.208179,16.0
2000-04-07,29.915316,10.524997,,,0.6140869999999999,,31.036526,37.75,,33.253475,6.364909,27.452486,16.386060999999998,77.426682,17.90309,145.6875,7.056873,7.529047,16.339689,15.4375
2000-04-10,30.282619,10.650716,,,0.6140869999999999,,29.096752,37.75,,34.306133,6.5121150000000005,26.623106,16.588625,67.986343,18.017847,133.3125,7.1600009999999985,7.343714,16.56982,15.109375
2000-04-11,31.160082,10.938087,,,0.535537,,29.670921000000003,35.3125,,33.685329,6.533144,27.245142,16.948763,64.05948599999999,18.935957,107.75,7.395721000000001,7.413212,16.56982,15.21875
2000-04-12,30.894796000000003,11.444235,,,0.5284,,27.824251,38.0,,33.064526,6.3719199999999985,26.871922,16.971273,54.57946800000001,19.395006,92.75,7.395721000000001,7.390049,16.701328,13.78125
2000-04-13,30.935612,11.317875,,,0.52364,,28.196690000000004,35.5,,33.010544,6.420988,27.618361,16.926251999999998,57.11805,18.400393,88.0,7.351524,7.390049,16.832829999999998,13.96875
2000-04-14,29.650034,10.63195,,,0.495078,,24.286085,33.0,,31.903904,6.000399,24.508186,16.588625,52.4772,17.711813,64.875,6.983212,7.36688,16.832829999999998,12.8125
2000-04-17,29.343948,10.884658,,,0.485557,,28.134619,36.3125,,32.092831,5.860201999999999,24.549656,16.431067000000002,50.454281,18.285633,70.0,6.821153,7.2278850000000014,16.832829999999998,10.4375
2000-04-18,29.343948,11.029062,,,0.480797,,29.050194,39.5,,33.253475,5.93731,25.088753,16.40856,55.214115,17.979597000000005,91.5,7.012676,7.019386999999999,16.767086,11.90625
2000-04-19,29.527597,11.083217,,,0.473652,,27.963919,37.625,,34.306133,5.972361,25.710789,16.07094,55.372776,17.061491,88.9375,7.174733,7.2278850000000014,16.799961,10.234375
2000-04-20,30.119375,11.335926,,,0.509359,,27.963919,39.125,,37.194225,6.098536,26.623106,17.128823999999998,57.078384,18.285633,86.9375,7.012676,7.390049,16.799961,9.8125
2000-04-24,31.792665000000003,11.570587,,,0.499838,,26.008614,40.5,,36.19553,6.29481,26.623106,17.443943,58.149349,19.318504,75.875,6.703293,7.621711,16.799961,10.0
2000-04-25,30.629526,11.48033,,,0.526016,,29.795073,43.75,,35.925629,6.210693,26.913389,17.578999,57.11805,20.045332,73.0625,7.012676,7.830208,16.767086,9.515625
2000-04-26,29.037846,11.263724,,,0.508163,,28.522575,41.125,,36.924305,6.2121,26.996325,18.074177,58.308006000000006,18.859449,73.5,6.821153,7.529047,16.635571,8.875
2000-04-27,28.548094,11.263724,,,0.514119,,30.648577000000003,42.625,,36.465454,6.746778,26.871922,17.466454000000002,57.594036,18.821188,83.125,6.776955,7.783873,16.799961,8.96875
2000-04-28,28.282822,11.101267,,,0.476036,,30.027845000000006,43.75,,38.840706,6.514615,26.623106,17.578999,56.245415,19.012466,98.875,6.776955,7.7607089999999985,16.832829999999998,11.15625
2000-05-01,28.38485,10.992968,,,0.476036,,32.448704,44.1875,,37.949982,6.528686,26.41576,17.398922,60.529255000000006,19.318504,103.3125,7.042141,7.853372,17.030096,14.15625
2000-05-02,28.38485,11.029062,,,0.518879,,28.677755,44.75,,36.708374,6.423157,24.881409,17.241369,63.950382,19.62454,105.375,6.894815,7.899708,17.490366,13.25
2000-05-03,28.017557,10.866606,,,0.502214,,27.994953,43.875,,36.95129,6.275418,24.715532,16.498594,58.07001500000001,18.706423,91.875,6.806421,8.224035,17.194482999999998,12.027325
2000-05-04,27.895113,10.758299,,,0.526016,,28.289797,45.0,,36.762356,6.261346,24.093496,16.40856,57.276714,18.974218,97.0,6.9979429999999985,7.969203,17.227356,12.59375
2000-05-05,28.303228000000004,10.956861,,,0.561723,,29.717478000000003,46.0,,37.140236,6.345771,24.34231,16.386060999999998,58.030354,19.20373,97.0625,7.101071000000001,8.038704,17.457491,12.875
2000-05-08,28.507292,11.209574,,,0.5712430000000001,,27.156967,44.375,,35.061896999999995,6.528686,22.973833,16.56612,53.786167000000006,19.127218,86.625,7.307325,8.154536,17.325989,11.6875
2000-05-09,28.07876,11.263724,,,0.554578,,27.886324,41.75,,34.090202000000005,6.57793,22.351797,16.836216,50.890591,18.553408,83.25,7.130536,8.154536,17.621874,10.996075
2000-05-10,28.05835,11.137372,,,0.466515,,26.365532,39.96875,,31.795933,6.57793,21.39801,17.128823999999998,48.867657,19.088976,77.375,6.9537460000000015,7.992372,17.621874,8.6875
2000-05-11,28.05835,10.920756,,,0.514119,,26.908678,43.875,,32.119827,6.514615,20.900381,16.948763,48.59000800000001,21.269474,73.203102,7.027409,8.131364999999999,17.917773999999994,9.265625
2000-05-12,27.71146,10.686097,,,0.52364,,26.86212,42.84375,,33.793293,6.613109,21.688292,17.196348,57.475037,21.881552,70.5,6.776955,8.1082,17.720501000000006,9.53125
2000-05-15,28.05835,11.245677,,,0.555766,,27.312149,42.75,,35.46677000000001,6.8171300000000015,22.227392,17.578999,55.96776600000001,21.307732,74.75,6.880084,8.131364999999999,18.147896,9.28125
2000-05-16,29.405153,11.155418,,,0.5426810000000001,,30.757204,44.25,,34.845951,6.704566000000002,23.222647,17.677298999999994,56.16608000000001,20.848679,76.0625,7.027409,8.455694,18.147896,11.03125
2000-05-17,28.917995,11.137372,,,0.5331600000000001,,29.872662,42.5,,35.43977,6.6060729999999985,22.932364,17.406736,49.502312,20.963442,77.0,7.101071000000001,8.270366000000001,18.180777,11.28125
2000-05-18,28.609924,11.714998,,,0.509359,,28.55361,43.25,,35.628712,6.641247999999999,23.347054,18.038061,45.059795,21.403334,75.5625,6.850617999999999,8.478863,18.180777,10.78125
2000-05-19,27.767843,12.003811,,,0.514119,,27.203524,41.90625,,35.76365999999999,6.943762,23.264116,17.519463000000002,42.283226,22.034563,71.9375,6.747491,8.432528,18.180777,10.21875
2000-05-22,27.665148,12.346773,,,0.466515,,27.23456,40.25,,36.060574,7.457337,22.64208,18.195894,39.585964,22.397957,69.375,6.585433,8.54836,18.180777,9.75
2000-05-23,27.644613,12.346773,,,0.478413,,27.048340000000003,37.75,,36.19553,7.232207000000002,21.232136,18.398821,36.80941,23.641249,67.75,6.7327580000000005,8.617858,17.950636,8.78125
2000-05-24,28.979603000000004,12.554347,,,0.495078,,26.350019,36.34375,,35.38579199999999,7.26035,21.356541,18.286089,37.44405,22.837908,66.4375,7.071607000000001,8.687357,17.621874,8.75
2000-05-25,27.911602,12.346773,,,0.480797,,25.946541,35.3125,,36.114563,7.316631,20.817444,18.128248000000006,43.63182800000001,21.766783,62.4375,7.174733,8.664189,17.621874,8.03125
2000-05-26,27.60354,12.039913,,,0.466515,,25.527548,37.0,,37.113247,7.211102,21.605354,18.353725,41.251915,21.078203,59.9375,7.0863380000000005,8.316697999999999,17.654751,8.21875
2000-05-30,27.973223,11.877452,,,0.485557,,28.94157,43.0,,37.302193,7.0563270000000005,22.725019,18.534111,47.836365,21.192968,75.0,7.336791000000002,8.50203,17.884884,8.984375
2000-05-31,28.178617,11.751095,,,0.471276,,27.948397,40.875,,37.680065,7.513614,22.227392,18.646851,46.725746,21.192968,66.75,7.336791000000002,8.154536,17.786259,9.296875
2000-06-01,27.891073,11.80525,,,0.471276,,29.422634,42.0,,38.597782,7.717638000000001,23.305582,19.142895000000006,46.32909,22.225838,73.875,7.528314,7.992372,17.358866,9.5625
2000-06-02,27.706217,11.299828,,,0.537921,,31.036526,45.0625,,39.731419,7.759847,25.005816,19.052704,51.882229,22.302351,89.0,7.248396,8.409365,17.556126000000006,10.875
2000-06-05,27.952688,11.48033,,,0.52364,,31.952103,45.5625,,37.896,7.46437,24.176434,18.466463,50.136951,22.034563,95.0625,7.071607000000001,8.1082,17.654751,10.6875
2000-06-06,27.049004,11.606691,,,0.509359,,28.72431,45.125,,38.867691,7.668392999999999,24.881409,18.669392,45.059795,21.537262,87.5625,7.012676,8.131364999999999,18.01639,11.5625
2000-06-07,26.864166,11.606691,,,0.504598,,28.382914000000003,43.5,,39.94735,7.598038000000002,25.17169,18.804682,42.521214,21.116461,85.5,7.1600009999999985,8.455694,17.819136,11.625
2000-06-08,26.864166,11.733048,,,0.509359,,29.391596000000003,43.5625,,40.757092,7.429194,25.130222,18.60174,43.869827,20.65741,90.5625,7.292594,8.177703,17.950636,11.28125
2000-06-09,26.925768,11.787201,,,0.499838,,29.965773,44.375,,41.45887000000001,7.583971000000001,25.21316,18.263538,44.980457,20.65741,98.0,7.410454,8.200865,17.950636,11.703125
2000-06-12,26.936028000000004,11.642792,,,0.480797,,30.105433,42.75,,41.296925,8.280453,25.047281,18.105701,41.886578,20.619148000000006,88.625,7.042141,8.386198,18.01639,11.515625
2000-06-13,26.905233000000006,11.859405,,,0.4724640000000001,,31.579672,44.0,,42.214622,8.090505,25.296095,18.308636,43.830166,20.619148000000006,98.0,6.924281,8.334055000000001,18.01639,11.34375
2000-06-14,27.665148,12.130163,,,0.473652,,30.26062,41.875,,37.73405800000001,8.174926,25.752256,18.150803,42.997189,21.078203,93.9375,7.012676,8.147815,18.049274,11.0
2000-06-15,28.404535,12.382879,,,0.471276,,30.974461,41.4375,,39.083614,8.25935,25.9596,17.767487,41.846909,21.307732,91.25,6.835886,8.101258,18.115023,10.78125
2000-06-16,27.747311,12.256522,,,0.466515,,29.857145000000006,41.25,,39.94735,7.823167,25.9596,17.24889,39.744644,21.269474,88.0,6.791687,8.077978,17.852013,11.03125
2000-06-19,27.439232,12.29263,,,0.476036,,31.626226000000006,45.90625,,39.191586,7.647285000000001,28.115990000000004,17.226347,43.155857,20.886936,92.75,6.835886,8.054697,18.01639,12.125
2000-06-20,27.007915,12.07601,,,0.466515,,32.588352,45.625,,38.759724,7.69653,27.535423,16.572472,46.725746,19.7393,94.0,6.806421,7.8917410000000014,18.115023,12.875
2000-06-21,28.34292,12.003811,,,0.464131,,31.983143,47.5,,38.21990200000001,7.591003999999999,28.903902,16.978323,49.81963,19.127218,115.375,6.762223,7.821903999999999,18.180777,13.8125
2000-06-22,28.281313,11.787201,,,0.459371,,30.058887,45.625,,36.492443,7.450297999999999,28.738026,16.978323,48.074356,19.241993,107.5625,6.555967,7.589110000000002,18.213659,14.1875
2000-06-23,27.747311,11.678899,,,0.447474,,29.236414,43.875,,35.30482100000001,7.394019,27.493956,17.06851,47.677708,18.974218,102.5,6.5707,7.565828,18.147896,14.5
2000-06-26,28.096458,11.859405,,,0.476036,,30.958939,43.625,,39.785393,7.218137,27.825706,16.843042,47.677708,19.050714000000006,119.25,6.423374,7.635667999999999,18.01639,16.96875
2000-06-27,28.46615,12.003811,,,0.476036,,29.314005,42.125,,39.40752,7.105574000000002,27.908646,17.181255,47.876026,20.313118,116.25,6.5412360000000005,7.542551,18.180777,15.390625
2000-06-28,28.286436,12.283584,,,0.461755,,30.989983,40.34375,,40.149708,7.089735000000001,28.240398,17.243226999999994,50.454281,20.37047,112.5,6.644363,8.101258,18.312281,16.4375
2000-06-29,28.116991,12.094065,,,0.430809,,30.850315,38.125,,38.435825,7.267384,28.820965,16.595016,48.15369000000001,20.12196,109.125,6.261318,8.217652000000001,18.147896,17.0625
2000-06-30,27.274931,12.87025,,,0.495078,,32.284481,38.625,,39.40752,7.225173,30.179026,16.572472,46.805061,18.967726000000006,118.734299,6.39391,7.356313,18.268703,17.875
2000-07-03,27.624071,12.798045,,,0.490317,,31.756763,42.125,,40.595142,7.337735,29.028309000000004,16.933229,46.765396,19.160101,126.468697,6.379178,8.031417999999999,18.376944,17.125
2000-07-05,29.082304,12.87025,,,0.485557,,31.710201,37.625,,40.541157,7.351807000000001,28.198929,16.2568,44.583817,19.35247,115.1875,6.585433,8.147815,18.543406,18.0
2000-07-06,28.445614000000006,12.65364,,,0.495078,,33.510681,38.75,,39.893372,7.520652,29.152714000000003,16.369545000000002,43.869827,19.006203,110.6875,6.555967,8.008136,18.809738,18.109375
2000-07-07,28.301838,12.509231,,,0.549818,,34.116009000000005,41.0,,41.45887000000001,7.633216,29.691813,17.158714,42.838543,18.621462,113.75,6.600165,8.310774,18.643286,18.3125
2000-07-10,28.650993,12.418973,,,0.5998060000000001,,33.619328,42.5,,42.538528,7.633216,29.857689,17.429276,43.473183,18.42909,114.875,6.497038,8.357330000000001,18.543406,18.859375
2000-07-11,29.226068,12.418973,,,0.566483,,34.333305,41.75,,42.916412,7.872411,30.189444,17.880228,42.719536,18.775364,107.0625,6.39391,8.217652000000001,18.576691,18.6875
2000-07-12,29.595762,12.854847,,,0.6045659999999999,,34.892078000000005,42.15625,,43.618187,7.935727,31.143227000000003,18.241001,43.790512,18.544512,113.5,6.762223,8.45045,18.676563,20.109375
2000-07-13,29.43145,12.655413,,,0.5902850000000001,,34.240192,42.75,,45.993439,7.823167,31.184698,18.669392,45.059795,19.006203,127.0625,6.703293,8.334055000000001,18.709862,18.71875
2000-07-14,28.876913,12.32905,,,0.642649,,33.821114,45.0,,43.510212,8.006083,31.433512,18.714483,48.907333,19.35247,126.0,6.482306,8.287494,18.876322,17.9375
2000-07-17,28.671545,12.32905,,,0.666451,,33.541729,45.625,,46.64122800000001,7.499546,31.806734,18.105701,49.660969,18.967726000000006,124.6875,6.673829,8.310774,18.809738,19.9375
2000-07-18,28.917995,12.165872,,,0.680732,,32.517311,45.5,,45.291649,6.718635000000001,29.899158,17.542013,48.629669,18.698412,122.0,6.614899,8.264211999999999,18.510107,19.46875
2000-07-19,28.425072,11.930166,,,0.647409,,32.26897,45.125,,43.780132,6.641247999999999,28.903902,17.677298999999994,47.003391,18.42909,121.0,6.349713,8.264211999999999,18.24378,19.0
2000-07-20,28.425072,11.930166,,,0.65693,,34.084976,43.0625,,45.669537,6.648285,30.479725,18.083155,34.27084,18.736885,125.4375,6.39391,8.310774,18.343655,19.46875
2000-07-21,28.383993,11.712595,,,0.642649,,33.448593,40.0625,,45.129707,6.4442629999999985,30.770006,17.947868,30.502626,19.35247,117.0,6.482306,8.799641000000003,18.376944,19.5
2000-07-24,29.267143,11.821383,,,0.637888,,31.089344,39.0,,45.237667,6.226171,29.691813,18.421368,31.41493,19.698748,107.875,6.526504,8.403889999999999,18.143902,19.90625
2000-07-25,29.020685,11.531286,,,0.633128,,31.508425,39.375,,46.15538,6.2121,30.313847,18.60174,28.400362,20.083475,85.0,6.482306,8.869479,18.143902,18.28125
2000-07-26,29.102831,11.567549,,,0.628368,,30.778921,38.09375,,44.697838,6.19939,30.023563,18.985056,27.289734000000006,20.083475,84.6875,6.7327580000000005,8.753083,18.543406,17.53125
2000-07-27,29.246605,11.603807000000002,,,0.6593060000000001,,28.186844,35.0,,45.507587,6.255877,30.811478,19.345819,25.861778,20.27585,78.125,6.5412360000000005,8.799641000000003,18.743156,16.8125
